customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_policy_active,months_since_last_claim,current_claim_amount,total_claims,total_claims_amount,customer_lifetime_value
PW31239,Oregon,Associate,Employed,Female,40864,Rural,Married,Agent,Basic,Personal,SUV,Midsize,109,31,16,1511,2,2577,802
PW51793,Oregon,Bachelor,Employed,Male,52920,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Small,93,54,18,1793,3,3433,1589
PW65305,California,Associate,Employed,Male,91580,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,73,43,14,1715,4,4949,-1810
PW69692,Oregon,Associate,Employed,Female,93272,Urban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,95,28,3,1789,2,2876,-216
PW78930,California,Bachelor,Employed,Male,79523,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,74,64,34,2145,4,5346,-610
PW88443,Oregon,Associate,Employed,Female,32764,Suburban,Married,Web,Basic,Personal,Two-Door Car,Small,61,55,30,1222,2,2147,1208
PW90662,Oregon,Associate,Employed,Male,67060,Urban,Single,Web,Extended,Personal,SUV,Midsize,126,20,1,1995,2,2904,-384
PW95813,Oregon,High School,Retired,Female,10312,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Large,78,30,10,1124,3,2188,152
PW98890,Oregon,Bachelor,Employed,Female,81538,Urban,Divorced,Call Center,Basic,Personal,Four-Door Car,Small,66,27,3,2059,4,4894,-3112
PX31667,Washington,High School,Employed,Male,52198,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,74,37,2,1979,3,3265,-527
PX44289,Arizona,Associate,Employed,Male,58651,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,71,31,6,2762,3,4474,-2273
PX60116,California,High School,Employed,Female,40867,Suburban,Married,Branch,Premium,Corporate,Two-Door Car,Large,112,44,21,1298,2,2208,2720
PX66705,California,High School,Employed,Female,20072,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,70,57,26,1512,2,2036,1954
PX70175,Arizona,Associate,Employed,Male,93459,Suburban,Married,Web,Extended,Personal,Four-Door Car,Midsize,99,42,9,1729,2,2539,1619
PX72779,Arizona,Master,Employed,Male,41832,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,66,45,19,1295,3,2451,519
PX86841,Arizona,Associate,Employed,Female,72608,Suburban,Married,Agent,Extended,Special,Four-Door Car,Midsize,82,55,26,1199,2,2280,2230
PY17715,California,Master,Employed,Female,58840,Rural,Single,Agent,Extended,Corporate,Two-Door Car,Midsize,86,59,25,1167,2,2220,2854
PY20159,Nevada,Associate,Employed,Male,45225,Rural,Single,Web,Extended,Corporate,Sports Car,Small,124,34,15,1876,2,2765,1451
PY42157,Washington,High School,Employed,Female,62006,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,61,47,31,1339,3,2659,208
PY50779,Arizona,High School,Employed,Male,85412,Rural,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,88,56,33,2235,2,3207,1721
PY51000,California,Bachelor,Employed,Male,34148,Urban,Married,Agent,Premium,Personal,Four-Door Car,Midsize,109,54,27,1793,2,2698,3188
PY51963,California,Bachelor,Employed,Female,33190,Suburban,Divorced,Web,Basic,Corporate,SUV,Midsize,106,46,18,1165,4,3859,1017
PY70169,Oregon,High School,Employed,Male,93011,Rural,Divorced,Agent,Basic,Personal,SUV,Midsize,113,50,17,1630,3,3916,1734
PY79113,California,Master,Employed,Male,41958,Urban,Married,Call Center,Basic,Corporate,Four-Door Car,Small,66,28,15,1815,2,2545,-697
PY79729,Oregon,High School,Employed,Female,94310,Suburban,Divorced,Agent,Basic,Corporate,Four-Door Car,Small,70,27,1,1369,2,1876,14
PY80449,Arizona,High School,Employed,Male,53603,Suburban,Married,Branch,Extended,Personal,Sports Car,Midsize,132,45,30,1805,2,2410,3530
PY80506,Oregon,High School,Employed,Male,78757,Urban,Married,Agent,Basic,Personal,Sports Car,Midsize,119,24,8,1733,3,2243,613
PY98041,Oregon,Bachelor,Employed,Male,27166,Suburban,Single,Web,Basic,Personal,Four-Door Car,Midsize,71,47,29,2260,2,3275,62
PY98958,Oregon,Bachelor,Employed,Male,44428,Suburban,Single,Call Center,Basic,Special,SUV,Midsize,104,34,17,2054,2,3014,522
PZ10136,Oregon,Master,Employed,Male,51641,Rural,Single,Agent,Basic,Personal,Four-Door Car,Midsize,63,42,8,1372,2,2797,-151
PZ31902,Arizona,Bachelor,Employed,Female,69276,Urban,Married,Web,Basic,Personal,Two-Door Car,Midsize,74,49,14,1914,2,2862,764
PZ47477,Arizona,High School,Employed,Male,41829,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,76,29,11,2155,2,2850,-646
PZ53130,California,Associate,Medical Leave,Female,16370,Urban,Married,Branch,Basic,Personal,Two-Door Car,Large,74,33,4,2042,2,2792,-350
PZ67684,Arizona,Associate,Employed,Female,88753,Suburban,Single,Agent,Basic,Personal,Luxury SUV,Small,181,30,6,1139,2,1929,3501
PZ81131,California,Bachelor,Employed,Female,36723,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,106,42,13,1230,3,2436,2016
PZ94551,Oregon,Bachelor,Employed,Female,56649,Suburban,Married,Branch,Extended,Special,SUV,Large,125,31,12,1114,2,2256,1619
PZ94965,California,High School,Employed,Female,79955,Rural,Married,Agent,Basic,Personal,Four-Door Car,Large,71,27,10,741,3,2721,-804
PZ95949,Arizona,Doctoral,Employed,Male,31278,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,92,52,24,1921,2,3112,1672
QA17596,California,Bachelor,Employed,Female,60068,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Small,98,50,17,1170,2,1914,2986
QA22158,Arizona,Associate,Employed,Female,64571,Suburban,Divorced,Call Center,Extended,Corporate,Four-Door Car,Small,89,46,34,1196,3,2684,1410
QA32784,Oregon,Bachelor,Disabled,Male,21497,Suburban,Married,Call Center,Extended,Personal,Sports Car,Midsize,128,43,31,1532,2,2563,2941
QA41472,Oregon,Bachelor,Employed,Male,34495,Urban,Married,Branch,Basic,Personal,SUV,Midsize,113,43,27,1565,3,3215,1644
QA41558,Oregon,Master,Employed,Female,73536,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,67,42,29,1698,2,2281,533
QA45054,Arizona,High School,Employed,Female,60909,Urban,Married,Agent,Basic,Personal,SUV,Small,112,44,8,2164,4,5116,-188
QA49556,Washington,Master,Employed,Male,23401,Suburban,Single,Web,Basic,Personal,Four-Door Car,Midsize,66,53,17,1373,3,3243,255
QA50777,Oregon,Bachelor,Medical Leave,Female,23675,Suburban,Married,Branch,Premium,Personal,Four-Door Car,Midsize,117,28,4,1215,2,2329,947
QA66968,California,Bachelor,Employed,Female,46879,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,86,16,3,2002,2,2740,-1364
QA69109,Arizona,Master,Employed,Female,69468,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,67,27,2,1971,4,4488,-2679
QA71190,California,Bachelor,Employed,Female,31506,Suburban,Married,Web,Premium,Personal,Four-Door Car,Small,102,51,23,1265,2,2176,3026
QA72881,Oregon,Associate,Employed,Male,62464,Urban,Married,Agent,Basic,Personal,Sports Car,Midsize,109,56,23,1958,3,3794,2310
QA87025,Oregon,Bachelor,Employed,Female,28406,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,72,44,16,1655,3,3079,89
QB14087,California,Associate,Employed,Female,44934,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,61,38,9,1222,2,2038,280
QB14114,Oregon,High School,Employed,Female,81850,Urban,Single,Call Center,Extended,Personal,Sports Car,Midsize,132,37,1,1978,2,2841,2043
QB47024,Washington,Bachelor,Employed,Female,53998,Suburban,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,78,39,5,1272,3,3392,-350
QB58745,California,High School,Employed,Male,34927,Urban,Married,Web,Basic,Personal,Two-Door Car,Large,70,17,5,1823,3,3635,-2445
QB86817,Oregon,High School,Employed,Female,98235,Urban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,93,41,21,1960,2,2931,882
QC27179,Oregon,Bachelor,Employed,Male,38466,Urban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,68,48,18,1891,2,2612,652
QC28119,Oregon,High School,Employed,Male,90043,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,63,30,12,1593,2,2492,-602
QC30094,Oregon,High School,Medical Leave,Female,15921,Suburban,Married,Call Center,Extended,Corporate,Four-Door Car,Small,92,39,9,1251,2,1800,1788
QC30857,Nevada,Associate,Employed,Female,45768,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,73,56,33,1666,2,2269,1819
QC34927,California,High School,Employed,Male,74142,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,83,49,24,1648,3,3086,981
QC35222,California,Bachelor,Employed,Female,48269,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,69,18,3,1610,3,3116,-1874
QC47433,Oregon,Associate,Medical Leave,Male,12459,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,70,37,4,1536,3,2962,-372
QC50643,California,Bachelor,Employed,Female,52721,Urban,Married,Branch,Extended,Personal,SUV,Midsize,136,47,34,1675,2,2548,3844
QC55306,Washington,High School,Employed,Male,83170,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,97,14,0,1899,1,1899,-541
QC87108,Oregon,Associate,Employed,Female,49665,Suburban,Single,Web,Basic,Personal,Four-Door Car,Large,74,36,5,1660,3,2798,-134
QC89139,Oregon,High School,Employed,Female,90034,Suburban,Married,Call Center,Basic,Corporate,SUV,Midsize,112,36,5,1204,3,2560,1472
QC93181,California,Associate,Retired,Female,13663,Suburban,Single,Branch,Extended,Corporate,Four-Door Car,Small,97,33,1,1152,3,2712,489
QC95625,California,High School,Employed,Male,57449,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Midsize,103,24,6,2169,2,3110,-638
QD17769,Oregon,High School,Employed,Male,75740,Rural,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,64,30,13,2195,2,2854,-934
QD26729,California,Associate,Employed,Male,43204,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,64,65,31,1419,3,3621,539
QD28391,Washington,Associate,Employed,Male,84302,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,62,38,19,1904,2,2683,-327
QD31377,California,Bachelor,Employed,Male,34621,Suburban,Married,Branch,Basic,Corporate,SUV,Midsize,108,43,21,1859,2,2638,2006
QD36906,Nevada,Master,Employed,Female,33291,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,73,48,30,1323,2,2117,1387
QD46343,Arizona,High School,Employed,Female,66676,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,97,31,0,1195,1,1195,1812
QD73891,Oregon,High School,Employed,Male,90217,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,66,40,14,2234,2,2913,-273
QD85803,California,Bachelor,Employed,Female,30374,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,99,35,1,2227,3,3091,374
QD86074,Oregon,High School,Employed,Female,34337,Suburban,Married,Web,Premium,Corporate,Four-Door Car,Large,113,32,20,1272,2,2254,1362
QD86271,Arizona,High School,Medical Leave,Male,25918,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,104,22,7,2010,2,2965,-677
QD97878,Nevada,Master,Medical Leave,Male,24046,Suburban,Married,Agent,Premium,Personal,Two-Door Car,Small,116,48,27,1941,2,2842,2726
QD98396,California,Associate,Employed,Male,45867,Suburban,Married,Agent,Extended,Personal,Sports Car,Midsize,126,51,31,2116,2,2498,3928
QE12539,California,Doctoral,Employed,Male,40870,Suburban,Married,Agent,Basic,Personal,SUV,Large,105,36,3,1572,2,2657,1123
QE13586,California,High School,Employed,Male,44368,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Large,80,17,5,1916,2,2603,-1243
QE21030,Washington,High School,Employed,Male,24661,Suburban,Married,Call Center,Basic,Personal,Luxury SUV,Midsize,196,24,6,1666,2,2292,2412
QE46704,Nevada,Associate,Employed,Male,94178,Urban,Married,Web,Basic,Personal,Four-Door Car,Midsize,72,55,26,1856,3,3308,652
QE50648,Washington,High School,Employed,Female,74298,Rural,Married,Call Center,Premium,Corporate,Sports Car,Midsize,177,34,9,1164,2,2221,3797
QE73187,Oregon,High School,Employed,Male,66152,Suburban,Married,Call Center,Basic,Corporate,SUV,Midsize,111,47,14,2691,3,5043,174
QE79527,California,Bachelor,Employed,Female,46503,Suburban,Divorced,Agent,Extended,Personal,Luxury SUV,Midsize,215,34,4,1103,2,2283,5027
QE92747,Oregon,Bachelor,Employed,Female,77282,Suburban,Married,Agent,Premium,Corporate,Four-Door Car,Midsize,102,36,8,1328,3,2924,748
QF17193,Arizona,Associate,Employed,Female,20484,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,61,15,3,1766,3,3234,-2319
QF21045,Oregon,Associate,Employed,Female,99205,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,68,24,7,2032,2,2883,-1251
QF21628,California,High School,Employed,Male,53588,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,77,32,10,1650,2,2460,4
QF29828,Arizona,Master,Employed,Female,40135,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,80,54,29,1115,2,2291,2029
QF55724,California,Bachelor,Employed,Male,60798,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,66,53,21,1943,2,2680,818
QF59448,Washington,Associate,Retired,Male,17752,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,77,44,26,2166,2,2564,824
QF69163,Washington,Associate,Disabled,Female,25676,Suburban,Married,Web,Premium,Personal,Two-Door Car,Midsize,113,34,6,1184,2,2088,1754
QF74147,California,Associate,Employed,Female,84574,Rural,Divorced,Call Center,Basic,Special,Four-Door Car,Midsize,70,41,13,975,2,1549,1321
QF74806,California,Associate,Employed,Male,20396,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,76,43,15,1869,2,2784,484
QF75939,Washington,High School,Employed,Female,36710,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Small,94,52,17,1108,2,2128,2760
QF76244,Oregon,Doctoral,Employed,Female,83218,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72,40,6,1688,2,2607,273
QF91596,Nevada,Bachelor,Employed,Female,82763,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,61,46,28,1683,3,3539,-733
QG15435,Arizona,Associate,Employed,Female,75680,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,78,47,27,1127,2,1860,1806
QG15661,Oregon,Associate,Employed,Male,66841,Rural,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,62,27,4,2164,2,3259,-1585
QG22665,Arizona,Associate,Employed,Male,43723,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,66,67,31,1823,3,3301,1121
QG27547,Oregon,Bachelor,Retired,Female,23376,Suburban,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,78,46,19,1108,2,1967,1621
QG39997,Arizona,Associate,Disabled,Female,10097,Rural,Married,Web,Premium,Personal,Four-Door Car,Midsize,110,38,17,1044,3,2164,2016
QG51953,Oregon,Associate,Employed,Male,36655,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,61,49,15,2317,2,3060,-71
QH27767,Oregon,Doctoral,Employed,Male,82601,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,66,24,9,1868,2,2808,-1224
QH48047,Oregon,Associate,Retired,Male,25251,Suburban,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,66,33,13,1735,2,2655,-477
QH60569,California,Associate,Employed,Female,71587,Rural,Married,Agent,Extended,Personal,Two-Door Car,Midsize,99,21,1,1112,3,2698,-619
QH61060,Arizona,High School,Employed,Female,31365,Suburban,Married,Call Center,Basic,Special,SUV,Midsize,115,28,1,1533,2,1890,1330
QH87479,Oregon,High School,Employed,Female,54586,Rural,Married,Branch,Extended,Personal,Two-Door Car,Large,76,32,1,1228,2,1874,558
QH90382,Oregon,Master,Employed,Female,52471,Rural,Married,Branch,Premium,Personal,Two-Door Car,Small,103,53,35,923,2,1695,3764
QI11566,Oregon,Bachelor,Disabled,Female,25163,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Small,67,52,32,1406,2,2319,1165
QI21338,Oregon,High School,Employed,Female,76157,Suburban,Married,Call Center,Premium,Personal,Two-Door Car,Small,116,42,15,1195,2,1643,3229
QI31659,California,Bachelor,Employed,Female,76797,Urban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,71,42,22,1884,2,2692,290
QI37869,California,Associate,Disabled,Male,12876,Urban,Married,Call Center,Premium,Corporate,Four-Door Car,Large,107,34,8,1690,3,3246,392
QI51950,Nevada,High School,Employed,Female,74057,Suburban,Single,Branch,Basic,Personal,SUV,Midsize,109,46,27,1103,2,1985,3029
QI69873,Washington,Master,Disabled,Male,19132,Suburban,Single,Agent,Extended,Personal,Luxury Car,Small,207,60,25,1816,3,3534,8886
QI99143,California,Bachelor,Employed,Female,31168,Urban,Married,Agent,Extended,Corporate,Four-Door Car,Midsize,78,48,14,1661,2,2336,1408
QJ21876,California,Associate,Employed,Female,48156,Suburban,Divorced,Web,Premium,Personal,SUV,Midsize,143,44,9,1130,2,1933,4359
QJ22615,Arizona,Master,Employed,Female,37998,Suburban,Married,Call Center,Basic,Special,Four-Door Car,Midsize,61,53,26,1137,2,1997,1236
QJ31447,California,Master,Employed,Male,22582,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,61,23,0,1857,1,1857,-454
QJ40732,Arizona,Associate,Employed,Male,97984,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,61,18,1,1838,2,2631,-1533
QJ49871,Oregon,Associate,Employed,Male,26605,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,100,69,33,2073,3,3773,3127
QJ64737,California,High School,Employed,Female,60884,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,77,32,10,1168,3,2864,-400
QJ65472,California,High School,Medical Leave,Male,28613,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Small,114,33,17,1329,3,3207,555
QJ90136,California,High School,Employed,Female,28363,Suburban,Divorced,Agent,Extended,Personal,Sports Car,Midsize,133,30,0,1095,1,1095,2895
QJ93301,Nevada,Master,Employed,Male,44661,Urban,Married,Agent,Premium,Personal,Two-Door Car,Midsize,101,24,2,1864,2,2689,-265
QK18099,Washington,Associate,Employed,Female,69050,Suburban,Married,Web,Basic,Personal,Four-Door Car,Large,67,50,17,1189,3,2591,759
QK23524,Oregon,Bachelor,Employed,Female,26877,Suburban,Married,Agent,Extended,Personal,SUV,Small,131,20,5,1291,2,2032,588
QK37708,California,Bachelor,Employed,Male,50146,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,116,34,6,2071,3,3647,297
QK62680,Oregon,Master,Employed,Female,39770,Suburban,Married,Agent,Premium,Personal,Two-Door Car,Midsize,117,30,11,1235,2,2033,1477
QK69627,Washington,High School,Employed,Female,75264,Urban,Married,Web,Extended,Personal,Four-Door Car,Midsize,78,42,24,1853,2,2620,656
QK88438,Arizona,Associate,Employed,Female,55289,Rural,Single,Agent,Basic,Personal,Four-Door Car,Midsize,67,35,10,1754,2,2079,266
QK90365,Oregon,Master,Retired,Female,19614,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,85,57,21,1139,2,1770,3075
QL10321,California,Doctoral,Employed,Female,92509,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,71,45,16,855,2,1599,1596
QL18084,Nevada,Master,Employed,Male,91268,Urban,Married,Agent,Extended,Corporate,Luxury Car,Small,229,64,32,1760,2,2471,12185
QL20148,Oregon,Associate,Employed,Male,49078,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Midsize,97,39,10,1860,2,2602,1181
QL45827,Washington,Associate,Employed,Female,71210,Suburban,Married,Branch,Extended,Personal,Luxury Car,Small,214,28,8,1100,2,1817,4175
QL46987,Oregon,Bachelor,Employed,Female,34430,Rural,Divorced,Branch,Premium,Personal,Four-Door Car,Midsize,117,32,16,1276,3,2570,1174
QL59704,Arizona,Associate,Employed,Female,69906,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,74,60,34,1874,2,2345,2095
QL77686,Nevada,Associate,Employed,Female,23986,Urban,Married,Call Center,Basic,Corporate,SUV,Small,119,56,31,1659,3,2745,3919
QL80658,Arizona,High School,Employed,Male,84229,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,98,55,25,1923,2,2954,2436
QL93655,Oregon,High School,Employed,Female,66538,Urban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,95,31,14,1835,2,2852,93
QM38267,Arizona,High School,Employed,Female,86321,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,66,21,7,1205,2,2322,-936
